"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","TELEHEALTH_SERVICES","ADOLESCENT_DESIGNATION","PROBLEM_GAMBLING","INTEGRATED_LICENSE_SERVICE","PARENTS_WITH_CHILDREN","LGBTQ_ENDORSEMNT","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Bowery Residents' Committee, Inc.","50490","127 W 25th St","New York","New York","NY","10001","","Bowery Residents' Committee, Inc. SRh","53160","New York","127 W 25th St","New York","NY","10001","7207","Mr. Germaine Ruffin CASAC","gruffin@brc.org","2125333281","8612","Residential Services","820 Stabil and Rehab","2125296320","","","","","","","","","","",""
"Care Counseling Center LLC","48850","214 W 116 St","New York","New York","NY","10026","","Care Counseling Center LLC OP","52795","New York","214-216 W 116th St","New York","NY","10026","","Mr. James w malewicz CASAC","jim@carecounselingnyc.com","2126021400","202","Outpatient Services","Outpatient Clinic","2126021400","","Y","","","","","","","","",""
"Carnegie Hill of New York, Inc.","53320","116 E 92nd St","New York","New York","NY","10128","","CHI New York OP","53820","New York","116 E 92nd St","New York","NY","10128","","Oren Mayo CASAC","omayo@chinewyork.com","6466721105","","Outpatient Services","Outpatient Clinic","6466721105","","Y","","","","","","","","",""
"Carnegie Hill of New York, Inc.","53320","116 E 92nd St","New York","New York","NY","10128","","CHI New York OTP","53819","New York","116 E 92nd St","New York","NY","10128","","Oren Mayo CASAC","omayo@chinewyork.com","2122897166","","Outpatient Services","Opioid Outpatient Treatment","2122897166","","Y","","","","","","","","",""
"Center for Comprehensive Hlth Practice","10030","35 E 110th St","New York","New York","NY","10029","4314","Cntr for Cmprhnsive Hlth Practice COP","53924","New York","35 E 110th St","New York","NY","10029","","Michelle Gadot","mgadot@cchphealthcare.org","2123607768","","Outpatient Services","Comprehensive Outpatient Clinic","","","Y","","","","","","","","",""
"Cmmty Assoc Prog Dominicans, Inc.","15690","3940 Broadway","New York","New York","NY","10032","","ACDP-NYC OCCBHC","53955","New York","3940 Broadway","New York","NY","10032","","Lymaris Albors","lalbors@acacianetwork.org","3476493295","","Outpatient Services","Crtfd Cmty Behavioral Hlth Clnc","","","","","","OMH Hosted","","","","","",""
"Create, Inc.","296","73 Lenox Ave","New York","New York","NY","10026","","Create, Inc. OP","658","New York","73-75 Lenox Ave","New York","NY","10026","3007","Geraldine Chery","gchery@arguscommunity.org","2126631596","","Outpatient Services","Outpatient Clinic","2126631596","300","Y","","","","","","","","",""
"Create, Inc.","296","73 Lenox Ave","New York","New York","NY","10026","","Create, Inc. RR","53116","New York","121-123 W 111th St","New York","NY","10026","4207","Jose Rosario","jrosario@arguscommunity.org","2126784990","","Residential Services","820 Rehab and Reintegration","","","","","","","","","","","",""
"Elev8 Center New York, LLC","50200","151 W 136th St","New York","New York","NY","10030","2606","Elev8 Center New York, LLC IP","53268","New York","151 W 136th St","New York","NY","10030","2606","Devon Crawford","devon.crawford@elev8centers.com","9142999283","","Inpatient Treatment Services","Inpatient Rehabilitation","","","Y","","","","","","","","",""
"Elev8 Center New York, LLC","50200","151 W 136th St","New York","New York","NY","10030","2606","Elev8 Center New York, LLC MSW IP","53270","New York","151 W 136th St","New York","NY","10030","2606","Devon Crawford","devon.crawford@elev8centers.com","9142999283","","Crisis Services","Med Sup Withdrawal - Inpatient","8333538863","","Y","","","","","","","","",""
"Exodus Transitional Community, Inc.","49050","3rd Ave","New York","New York","NY","10035","2231","Exodus Transitional Community, Inc. OP","52922","New York","2271 3rd Ave","New York","NY","10035","","Mr. Joshua Barnes CASAC","jbarnes@etcny.org","9174920990","104","Outpatient Services","Outpatient Clinic","9174920990","132","Y","","","","","","","","",""
"Exponents, Inc.","2015","17 Battery Pl","New York","New York","NY","10004","1008","Exponents, Inc. OP","7128","New York","17 Battery Pl","New York","NY","10004","","Mr. Luis Ventura LMSW","lventura@exponents.org","2122433434","306","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Freedom Institute,  Inc.","32106","515 Madison Ave","New York","New York","NY","10022","","Freedom Institute Inc. OP","51015","New York","515 Madison Ave","New York","NY","10022","","Andrew Tatarsky","dana.rollins@freedominstitute.org","2128380044","16","Outpatient Services","Outpatient Clinic","2128380044","","Y","","","","","","","","",""
"Greenhope Services for Women, Inc.","31030","300 E. 175th St","Bronx","New York","NY","10457","","Greenhope Services for Women, Inc. SRR","53353","New York","435-439 E 119th St","New York","NY","10035","3627","Ms. Shahed Mohmed","smohmed@greenhope.org","7186831771","","Residential Services","820 Stabil Rehab Reintegration","2123604002","1742","","","","","Y","","","","",""
"Greenwich House, Inc.","50730","122 W 27th St","New York","New York","NY","10001","","Greenwich House East OTP","18","New York","190 Mercer St","New York","NY","10012","2602","Mrs. Caitlyn Romano","cromano@greenwichhouse.org","2126773400","224","Outpatient Services","Opioid Outpatient Treatment","2126773400","517","Y","","","","","","","","",""
"Hamilton-Madison House, Inc.","50370","253 South St","New York","New York","NY","10002","7827","Asian American Recovery Svcs OP","50049","New York","253 South St","New York","NY","10002","7827","Ms. Si Yun Wang","karenwang@hmhonline.org","2127204520","9531","Outpatient Services","Outpatient Clinic","2127204520","9530","Y","","","","","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Harlem East Life Plan (HELP) OP","51840","New York","2367-2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King MA","jnk@helpmedical.org","2128762300","107","Outpatient Services","Outpatient Clinic","2128762300","107","Y","","","","","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Harlem East Life Plan OTP","1473","New York","2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King MA","jnk@helpmedical.org","2128762300","107","Outpatient Services","Opioid Outpatient Treatment","2128762300","107","Y","","","","","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Harlem East Life Plan OTP 1","1474","New York","2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King MA","jnk@helpmedical.org","2128762300","107","Outpatient Services","Opioid Outpatient Treatment","2128762300","107","Y","","","","","","","","",""
"Harlem Hospital Center (HHC)","85130","512 Lenox Avenue","New York","New York","NY","10037","","Harlem Hospital Ctr (HHC) OP","50316","New York","506 Lenox Ave","New York","NY","10037","","Mr. RANDOLPH GRAHAM CASAC","Louise.Hodge@nychhc.org","2129395888","5888","Outpatient Services","Outpatient Clinic","2129395888","5888","Y","","","Primary Care","","","","","",""
"Hazelden/New York","2141","283 W Broadway","New York","New York","NY","10013","2204","Chelsea OP","6978","New York","283 West Broadway","New York","NY","10013","2204","Eliana Leve","eleve@hazeldenbettyford.org","6466017028","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Inter-Care LTD.","16640","7 W Cross St","Hawthorne","New York","NY","10532","","Inter-Care LTD. MSW OP","52935","New York","51 E 25th St","New York","NY","10010","","Mrs. Laura Lessa LMSW","llessa@inter-care.com","2125320303","314","Crisis Services","Med Sup Withdrawal-Outpatient","2125320303","357","","","","","","","","","",""
"Inter-Care LTD.","16640","7 W Cross St","Hawthorne","New York","NY","10532","","Inter-Care LTD. OP","51154","New York","51 E 25th St","New York","NY","10010","","Mrs. Laura Lessa LMSW","llessa@inter-care.com","2125320303","314","Outpatient Services","Outpatient Clinic","2125320303","357","Y","","","","","","","","",""
"Inwood Community Services, Inc","31470","651 Academy St","New York","New York","NY","10034","5003","Inwood Community Services, Inc. OP","50985","New York","651 Academy St","New York","NY","10034","","Ms. Awilda Torres","awildat@inwoodcs.org","2129420043","132","Outpatient Services","Outpatient Clinic","2129420043","114","Y","","","","","","","","",""
"Joan And Sanford I. Weill Med College","43750","1300 York Ave","New York","New York","NY","10065","","Midtown Ctr for Trtment & Research OP","6098","New York","56 W 45th St","New York","NY","10036","4206","Dr. Chris Sturiano PhD","chs2036@med.cornell.edu","2127645178","11","Outpatient Services","Outpatient Clinic","2127645178","11","Y","","","","","","53 West 23rd Street","New York","10011","New York"
"Lafayette Medical Approach, LLC","45580","233-235 LaFayette St","New York","New York","NY","10012","4051","Lafayette Medical Approach, LLC OTP","52692","New York","233-235 LaFayette St","New York","NY","10012","","Ms. Sandra Heng","SHeng@lafayettemedical.org","2122266263","","Outpatient Services","Opioid Outpatient Treatment","2124316177","","Y","","","","","","","","",""
"Lesbian/Gay Community Services Center","31450","208 W 13th St","New York","New York","NY","10011","7702","Center CARE Recovery OP","52109","New York","208 W 13th St","New York","NY","10011","7702","Mr. Joe Disano CASAC","jdisano@gaycenter.org","6465569299","238","Outpatient Services","Outpatient Clinic","6465569299","238","Y","","","","","Y","","","",""
"Lesbian/Gay Community Services Center","31450","208 W 13th St","New York","New York","NY","10011","7702","Center CARE Recovery OP 1","52950","New York","208 W 13th St","New York","NY","10011","7702","Mr. Joe Disano CASAC","jdisano@gaycenter.org","6465569299","267","Outpatient Services","Outpatient Clinic","6468330406","274","Y","Y","","","","Y","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Clinic III OTP","646","New York","46 E Broadway","New York","NY","10002","","Mr. Frederick Emmel","femmel@lesc.org","2123433580","","Outpatient Services","Opioid Outpatient Treatment","2123433580","","Y","","","","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Center, Inc OP","7294","New York","46 E Broadway","New York","NY","10002","6803","Ms. Carol Deng LMSW","cdeng@lesc.org","2123433565","","Outpatient Services","Outpatient Clinic","2123433520","","Y","","Y","","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Cntr Inc M-IR1","52063","New York","7 Gouverneur Slip E","New York","NY","10002","","Ms. Lolita Silva-Vazquez","lsilvavazquez@lesc.org","2125667720","","Opioid Treatment","Intensive Residential","","","Y","","","","Y","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Cntr Inc. M-IR","3096","New York","7 Gouverneur Slip E","New York","NY","10002","","Ms. Lolita Silva-Vazquez","lsilvavazquez@lesc.org","2125667720","","Opioid Treatment","Intensive Residential","2125667590","","Y","","","","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Ctr, Inc. OTP","644","New York","46 E Broadway","New York","NY","10002","","Mr. Richard Condina","rcondina@lesc.org","2123433544","","Outpatient Services","Opioid Outpatient Treatment","2123433544","","Y","","","","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Srvce Center Inc.MTA-R","311","New York","7 Gouverneur Slip E","New York","NY","10002","","Ms. Lolita Silva-Vazquez","lsilvavazquez@lesc.org","2125667720","","Opioid Treatment","MAOT-A-Residential","2125667590","","Y","","","","","","","","",""
"Metropolitan Center for Mental Health","16130","160 W 86th St","New York","New York","NY","10024","4018","Families/Individuals in Recovery OP","51729","New York","1090 St. Nicholas Ave","New York","NY","10032","","Ms. Adria Rodriguez MSW","arodriguez@metropolitancenter.com","2125434445","101","Outpatient Services","Outpatient Clinic","2125434445","","Y","","","","","","","","",""
"Metropolitan Hospital Center (HHC)","81210","1900 2nd avenue","New York","New York","NY","10029","7404","Metropolitan Hospital Center OTP","669","New York","1900 2nd Ave","New York","NY","10029","7406","Ms. Shirley A McBride","shirley.mcbride@nychhc.org","2124238263","8263","Outpatient Services","Opioid Outpatient Treatment","2124238263","8263","Y","","","","","","","","",""
"MIH Experience, LTD.","48730","4580 Broadway","New York","New York","NY","10040","","MIH Experience, LTD. OP","52945","New York","4580 Broadway","New York","NY","10040","2105","Dr. Rodney Campos","rcampos@mihexperience.com","2129282020","","Outpatient Services","Outpatient Clinic","2129282020","","Y","","","","","","","","",""
"Mount Sinai Morningside","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Mount Sinai Morningside MMD","53141","New York","1000 10th Ave","New York","NY","10019","1147","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125236491","","Crisis Services","Medical Managed Detoxification","2125236871","","Y","","","","","","","","",""
"Mount Sinai Morningside","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Mount Sinai Morningside OP","53143","New York","1000 10th Ave","New York","NY","10019","","Dr. Shilpa Taufique PhD","Shilpa.Taufique@mountsinai.org","2125233083","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","411 West 114th Street","New York","10025","New York"
"Mount Sinai Morningside","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Mount Sinai Morningside OP 1","53144","New York","1000 10th Ave","New York","NY","10019","","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125236491","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Mount Sinai Morningside","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Mount Sinai Morningside OP R","53148","New York","1000 10th Ave","New York","NY","10019","","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125236491","","Outpatient Services","Outpatient Rehabilitation","","","Y","","","","","","","","",""
"Mount Sinai Morningside","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Mt.Sinai West IP","53145","New York","1000 10th Ave","New York","NY","10019","1147","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125236491","","Inpatient Treatment Services","Inpatient Rehabilitation","2125236871","","Y","","","","","","","","",""
"Mount Sinai Morningside","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's Roosevelt Hosp Hlfwy Hse CR","53146","New York","306 W 102nd St","New York","NY","10025","4931","Mr. Ray Dooley CASAC","raymond.dooley@mountsinai.org","2126786329","","Residential Services","Community Residential","","","Y","","","","","","","","",""
"Neighborhood Coalition for Shelter Inc","19920","50 Broadway","New York","New York","NY","10004","","Chance for Change OP","52103","New York","921-923 Madison Ave","New York","NY","10021","","Mr. Miguel Aviles CASAC","maviles@ncsinc.org","9176770723","","Outpatient Services","Outpatient Clinic","9176770723","","Y","","","","","","","","",""
"New York Center for Living, Inc.","45160","226 E 52nd St","New York","New York","NY","10022","6209","New York Center for Living, Inc. OP","53007","New York","224-226 E 52nd St","New York","NY","10022","6209","Mr. Benjiman Mushlin LMSW","bmushlin@centerforliving.org","2127128800","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Odyssey House, Inc.","19400","120 Wall Street","New York","New York","NY","10005","","Odyssey House, Inc. IR","957","New York","309-311 E 6th St","New York","NY","10003","8401","Paula Viatkevicius","PViatkevicius@odysseyhousenyc.org","2127801528","","Residential Services","Intensive Residential","2129875118","","","","","","","","","","",""
"Odyssey House, Inc.","19400","120 Wall Street","New York","New York","NY","10005","","Odyssey Manor IR 2","6817","New York","219-233  E 121st St","New York","NY","10035","3018","Mr. Carlo Lespes","CLespes@odysseyhousenyc.org","2129875191","","Residential Services","Intensive Residential","2129875118","","","","","","","","","","",""
"Odyssey House, Inc.","19400","120 Wall Street","New York","New York","NY","10005","","Odyssey Ward's Island SRR","53465","New York","13 Hell Gate Cir","Ward's Island","NY","10035","","Ms. Gretchen Kleinsmith","GKleinsmith@odysseyhousenyc.org","2124266684","","Residential Services","820 Stabil Rehab Reintegration","","","","","","","","","","","",""
"Odyssey House, Inc.","19400","120 Wall Street","New York","New York","NY","10005","","Odyssey Ward's Island SRR 1","53466","New York","13 Hell Gate Cir","Ward's Island","NY","10035","","Ms. Gretchen Kleinsmith","GKleinsmith@odysseyhousenyc.org","2124266684","","Residential Services","820 Stabil Rehab Reintegration","","","","","","","Y","","","","",""
"Palladia, Inc.","39050","463 7th Ave","New York","New York","NY","10018","","CTI Harlem OP","52857","New York","177-185 E 122nd St","New York","NY","10035","","Ms. Sarah G Gilliard LCSW","sgilliard@sus.org","2123607116","2701","Outpatient Services","Outpatient Clinic","","","Y","","","Mental Health","","Y","1366 Inwood Avenue","Bronx","10452","Bronx"
"Palladia, Inc.","39050","463 7th Ave","New York","New York","NY","10018","","Palladia, Inc. RR","53609","New York","1806-08 Third Ave","New York","NY","10029","","Mr. Ernest Bonner  Jr. CASAC","EBonner@sus.org","6466323920","","Residential Services","820 Residential Reintegration","","","","","","","","","","","",""
"Parallax Center, Inc.","1898","145 E 32nd St","New York","New York","NY","10016","","Parallax Center, Inc. MSW-OP","8020","New York","145 E 32nd St","New York","NY","10016","6055","Mr. Jacques Nir LCSW","jnir@parallaxcenter.com","2127799207","","Crisis Services","Med Sup Withdrawal-Outpatient","2127799207","","","","","","","","","","",""
"Parallax Center, Inc.","1898","145 E 32nd St","New York","New York","NY","10016","","Parallax Center, Inc. OP","5513","New York","145 E 32nd St","New York","NY","10016","6055","Mr. Jacques Nir LCSW","jnir@parallaxcenter.com","2127799207","","Outpatient Services","Outpatient Clinic","2127799207","","Y","","","","","","","","",""
"Project Renewal, Inc.","50470","200 Varick St","New York","New York","NY","10014","4810","Project Renewal Chemical Dependence OP","50052","New York","8 E 3rd St","New York","NY","10003","","Ms. Sania Mirza MA","Sania.mirza@projectrenewal.org","2129139993","5153","Outpatient Services","Outpatient Clinic","2129139993","5153","Y","","","","","","","","",""
"Project Renewal, Inc.","50470","200 Varick St","New York","New York","NY","10014","4810","Project Renewal, Inc. SRh","53666","New York","8 E 3rd St","New York","NY","10003","","Gabriel Woodhouse CASAC","Gabriel.Woodhouse@projectrenewal.org","2129139993","5139","Residential Services","820 Stabil and Rehab","","","","","","","","","","","",""
"PROMESA, Inc.","166","311 east 175 street","Bronx","Bronx","NY","10457","","Vida Nueva OP","53827","New York","127 E 105th St","New York","NY","10029","","Mr. Daniel Andujar CASAC","daniel.andujar@promesa.org","9343002552","","Outpatient Services","Outpatient Clinic","","","Y","","Y","","","","","","",""
"Realization Center, Inc.","27270","19 Union Square W","New York","New York","NY","10003","3304","Realization Center Clinic OP","7073","New York","19 Union Sq W","New York","NY","10003","3304","Ms. Wilda Molina CASAC","wm@realizationcenternyc.com","2126279600","","Outpatient Services","Outpatient Clinic","2126279600","","Y","","","","","","","","",""
"RevCore Recovery Ctr / Manhattan, LLC","49130","Broadway","New York","New York","NY","10013","4512","RevCore Recovery Ctr / Manhattan OP","52928","New York","394 Broadway","New York","NY","10013","6023","Kirk Chisholm CASAC","kchisholm@revcorerecovery.com","2129669537","","Outpatient Services","Outpatient Clinic","2129669537","","Y","","","","","","15 Second Avenue","Brooklyn","11215","Kings"
"RevCore Recovery Ctr / Manhattan, LLC","49130","Broadway","New York","New York","NY","10013","4512","RevCore Recovery Ctr / Manhattan OP","52928","New York","394 Broadway","New York","NY","10013","6023","Kirk Chisholm CASAC","kchisholm@revcorerecovery.com","2129669537","","Outpatient Services","Outpatient Clinic","2129669537","","Y","","","","","","1249 5th Avenue","New York","10029","New York"
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. IR 3","6974","New York","327 W 43rd St","New York","NY","10036","","Paula Stephenson CASAC","Paula.Stephenson@samaritanvillage.org","2123335445","","Residential Services","Intensive Residential","","","","","","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village, Inc. IR 4","52723","New York","119 W 106th St","New York","NY","10025","","Sarah March LMSW","Sarah.March@samaritanvillage.org","2122225150","","Residential Services","Intensive Residential","","","","","","","Y","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Samaritan Daytop Village/Harlem OP 1","52724","New York","2090 Adam Clayton Powell, Jr Blvd","New York","NY","10027","","Mrs. Rita Peters LMSW","sharon.johnson@samaritanvillage.org","2128644128","","Outpatient Services","Outpatient Clinic","","","Y","","","Mental Health","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Jamaica","Queens","NY","11435","","Veritas House RRi","53761","New York","68 W 106th St","New York","NY","10025","","Elijah Collins CASAC","Elijah.Collins@samaritanvillage.org","6467907364","","Residential Services","820 Residential Reintegration","","","","","","","","","","","",""
"Shiloh Psychological Consulting PLLC","50550","7th Ave","New York","New York","NY","10018","","Shiloh Psychological Consulting OP","53293","New York","566 7th Ave","New York","NY","10018","","Dr. Max T Lindeman PhD","MLindeman@shiloh566.com","2125677631","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"St. Mark's Place Institute for MH, Inc","15480","57 St. Mark's Place","New York","New York","NY","10003","","St. Mark's Place Institute for MH OP","51582","New York","57 Saint Marks Pl","New York","NY","10003","7902","Dr. Roman Pabis PhD","st.marks@unitas-nyc.org","2129823470","124","Outpatient Services","Outpatient Clinic","2129823470","124","Y","","","OMH Hosted","","","","","",""
"START Treatment & Recovery Centers","47570","937 Fulton St.","Brooklyn","Kings","NY","11238","","Kaleidoscope Clinic OTP","8","New York","119-121 W 124th St","New York","NY","10027","","Mrs. LeKeisha Dawkins CASAC","ldawkins@startny.org","9178470971","","Outpatient Services","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"START Treatment & Recovery Centers","47570","937 Fulton St.","Brooklyn","Kings","NY","11238","","REACH Program OP","52059","New York","119-121 W 124th St","New York","NY","10027","","Mrs. LeKeisha Dawkins CASAC","ldawkins@startny.org","9178470971","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"START Treatment & Recovery Centers","47570","937 Fulton St.","Brooklyn","Kings","NY","11238","","START Txt & Recovery Cntrs OTP","1302","New York","2406 Amsterdam Ave","New York","NY","10033","","Ms. Estelle Ford LCSW","eford@startny.org","6462731361","","Outpatient Services","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"START Treatment & Recovery Centers","47570","937 Fulton St.","Brooklyn","Kings","NY","11238","","Starting Point Clinic OTP","6","New York","119-121 W 124th St","New York","NY","10027","4920","Mrs. LeKeisha Dawkins CASAC","ldawkins@startny.org","9178470971","","Outpatient Services","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"START Treatment & Recovery Centers","47570","937 Fulton St.","Brooklyn","Kings","NY","11238","","Third Horizon Clinic OTP","77","New York","2191 Third Ave","New York","NY","10035","","Alice Wheatley-Street","awheatley-street@startny.org","3474048433","","Outpatient Services","Opioid Outpatient Treatment","","","Y","","","","","","","","",""
"T.R.I. Center, Inc.","16350","20 West 37th Street","New York","New York","NY","10018","","T.R.I. Center, Inc.  OP R","51959","New York","20 W 37th St","New York","NY","10018","","Mr. Jose Gonzalez LCSW","tricenter@msn.com","2122688830","","Outpatient Services","Outpatient Rehabilitation","","","Y","","","","","","","","",""
"T.R.I. Center, Inc.","16350","20 West 37th Street","New York","New York","NY","10018","","T.R.I. Center, Inc. OP","6015","New York","20 W 37th St","New York","NY","10018","","Mr. Jose Gonzalez LCSW","tricenter@msn.com","2122688830","","Outpatient Services","Outpatient Clinic","2122688830","","Y","","","","","","","","",""
"The Bridge, Inc.","18130","290 Lenox Avenue","New York","New York","NY","10027","","The Center for Wellness and Change OP","7371","New York","248-250 W 108th St","New York","NY","10025","2956","Ms. Jessica O'Neill","joneill@thebridgeny.org","2126633000","1421","Outpatient Services","Outpatient Clinic","2126633000","1301","Y","","","","","","","","",""
"The Educational Alliance, Inc.","70590","197 E Broadway","New York","New York","NY","10002","5507","Pride Site SRR","53069","New York","25-29 Avenue D","New York","NY","10009","","Mr. Luis Corchado","lcorchado@edalliance.org","6463954410","","Residential Services","820 Stabil Rehab Reintegration","6463954363","","Y","","","","","","","","",""
"The Educational Alliance, Inc.","70590","197 E Broadway","New York","New York","NY","10002","5507","Project Contact OP","55","New York","25-29 Avenue D","New York","NY","10009","","Ms. Yashia Paul","ypaul@edalliance.org","6463954368","","Outpatient Services","Outpatient Clinic","6463954363","","Y","","","","","","150 William Street","New York","10038","New York"
"The New York and Presbyterian Hospital","81170","525 E 68th St","New York","New York","NY","10065","","New York & Presbyterian Hospital OMM","52205","New York","503 E 70th St","New York","NY","10021","","Maura Hays","emh2001@nyp.org","2127461252","","Outpatient Services","Medical Maintenance","","","Y","","","","","","","","",""
"The New York and Presbyterian Hospital","81170","525 E 68th St","New York","New York","NY","10065","","New York & Presbyterian Hospital OTP","331","New York","503 E 70th St","New York","NY","10021","","Maura Hays","emh2001@nyp.org","2127461252","","Outpatient Services","Opioid Outpatient Treatment","2127461252","","Y","","","","","","","","",""
"Upper Manhattan Mental Health Center","70490","1727 Amsterdam Avenue","New York","New York","NY","10031","","Alcoholism & Sub. Abuse Treatment OP","50962","New York","1727 Amsterdam Ave","New York","NY","10031","","Ms. Kristy Rodriguez CASAC","krodriguez@bowencsc.org","9296025828","","Outpatient Services","Outpatient Clinic","6463401403","","Y","","","","","","","","",""
"Upper Manhattan Mental Health Center","70490","1727 Amsterdam Avenue","New York","New York","NY","10031","","Upper Manhattan MH Center CR","51809","New York","168 E 107th St","New York","NY","10029","3953","Ms. Maritza Senecharles CASAC","msenecharles@bowencsc.org","2123484660","103","Residential Services","Community Residential","2123484660","","Y","","","","","","","","",""
"Wellness In Inwood LLC","53410","Post Ave","New York","New York","NY","10034","","Wellness In Inwood LLC OP","53824","New York","148 Post Ave","New York","NY","10034","","Ms. Elizabeth Urena","eurena@wellnessininwood.com","8452671400","","Outpatient Services","Outpatient Clinic","8452671400","","Y","","","","","","","","",""
"West Midtown Management Group, Inc.","29520","315 W 35th St","New York","New York","NY","10001","","West Midtown Mngmt Group, Inc. COP","53916","New York","311 W 35th St","New York","NY","10001","","Ms. Rosemary Rodriguez","Rrodriguez@westmidtownmedical.com","2127365900","","Outpatient Services","Comprehensive Outpatient Clinic","2127365900","129","Y","","","","","","","","",""
"Wholeview Direct","50840","369 Lexington Ave","New York","New York","NY","10017","6506","Wholeview Direct OP","53321","New York","369 Lexington Ave","New York","NY","10017","6506","Ms. Carly Moskowitz CASAC","Cmoskowitz@wholeview.co","2122048430","","Outpatient Services","Outpatient Clinic","2122048430","","Y","","","","","","","","",""
"Advanced Human Services, Inc.","42660","112-15 72nd Road","Forest Hills","Queens","NY","11375","","Advanced Human Services OP","51859","Queens","112-15 72nd Rd","Forest Hills","NY","11375","","Dr. Anna Rikhter MD","advancedhumanservices@gmail.com","7182613437","","Outpatient Services","Outpatient Clinic","","","Y","","","","","","","","",""
"Advanced Human Services, Inc.","42660","112-15 72nd Road","Forest Hills","Queens","NY","11375","","Advanced Human Services, Inc. MSW-OP","52612","Queens","112-15 72nd Rd","Forest Hills","NY","11375","","Dr. Anna Rikhter MD","advancedhumanservices@gmail.com","7182613437","","Crisis Services","Med Sup Withdrawal-Outpatient","","","Y","","","","","","","","",""
"Argus Community, Inc.","10160","160th Street","Bronx","Bronx","NY","10456","","Argus Community - Faith Mission SRh","53913","Queens","114-40 Van Wyck Expy","South Ozone Park","NY","11420","","Mr. Andre Jones CASAC","anjones@arguscommunity.org","7183223455","","Residential Services","820 Stabil and Rehab","","","","","","","","","","","",""
